id,ticket_text,true_category,predicted_category,reasoning,langsmith_run_id,correct,run_name,prompt_version,prompt_sha256,model
t010,My order is marked delivered as of last Tuesday but it's nowhere to be found. Help.,order_status,order_status,"The customer is asking about a missing delivery that is marked as delivered, which is a question about order status and delivery.",01a07894-864d-7b00-91e2-26eb4343a0cb,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t011,"Says delivered Tuesday — checked the porch, the neighbors, the mailroom. Nothing. What do I do?",order_status,order_status,"The customer is asking about a missing delivery that is marked as delivered, which is a question about order status and delivery.",01a07894-886f-7f00-b6be-dd819a58cfa9,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t012,I never received my order and I want my money back.,refund_request,refund_request,"The customer explicitly states they never received the order and requests a refund, indicating a request for money back rather than just tracking information.",01a07894-8c93-7833-a738-5c65641a488e,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t013,I haven't received my order yet — please refund me.,refund_request,refund_request,The customer explicitly requests a refund due to non‑receipt of the order.,01a07894-8f75-7e91-b77d-bd8ab49a5d2f,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t014,Still no package. I want a refund.,refund_request,refund_request,"The customer explicitly states they want a refund due to a missing package, indicating a request for money back rather than just an inquiry about order status.",01a07894-924a-7cf0-a9e8-fbfa1ba66a02,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t015,Order shows delivered but I never got it. Refund please.,refund_request,refund_request,The customer explicitly asks for a refund due to non‑receipt of the order.,01a07894-9570-7250-8ae3-87f91a27d68d,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t016,Package says delivered but I don't have it. I'd like a refund.,refund_request,refund_request,"The customer states the package is marked delivered but they haven't received it and explicitly requests a refund, indicating a desire for money back rather than just tracking information.",01a07894-97e3-7ae2-814c-6905111d54a4,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t017,"Marked as delivered, I never got it. Just refund me at this point.",refund_request,refund_request,The customer explicitly asks for a refund due to non‑receipt of a marked‑delivered order.,01a07894-9a77-7581-8b8a-c1680b8fed77,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t018,The website said 2-day shipping. It's been 9 days. Are you kidding me?,order_status,order_status,The customer is asking about the delivery timeline and why the order hasn't arrived as promised.,01a07894-9d49-7a93-9ad4-95439628fb74,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t019,Promised 2-day delivery. Day nine. This is a joke.,order_status,order_status,The customer is complaining that the promised delivery timeframe was not met and is asking about the status of their order.,01a07894-9f72-79e3-9c00-d07e77f1fd1a,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t020,You advertised 2-day shipping. Where is my order? It's been more than a week.,order_status,order_status,"The customer is asking about the whereabouts and delivery timeline of their order, which fits the 'order_status' category.",01a07894-a1ac-7130-adca-bd0f5ad98832,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t021,My item has been stuck in customs for 3 weeks. What can you do?,order_status,order_status,"The customer is asking about the location and delay of their item, which is a question about order status and delivery.",01a07894-a3a1-7c33-b0aa-3d826d4e53e3,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t022,Customs has been holding my order for three weeks. Any way to speed this up?,order_status,order_status,"The customer is asking about the status of their order, specifically a customs delay and wants to know how to expedite it.",01a07894-a5d9-7f20-a08f-e6f49187a421,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t023,It's been 21 days in customs. I need an update on when this will arrive.,order_status,order_status,"The customer is asking for an update on the delivery timeline due to customs delay, which is a question about order status and ETA.",01a07894-a844-7540-be5e-7a2eee1fc27f,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t024,The carrier marked it delivered but it shows the wrong delivery address.,order_status,order_status,"The customer is concerned that the carrier marked the order as delivered but the address is wrong, which pertains to tracking and delivery status.",01a07894-aa87-7142-9423-04528833426c,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t025,Carrier delivered to the wrong address. The address on the label is not mine.,order_status,order_status,"The customer is reporting that the carrier delivered to the wrong address, which is a delivery/ tracking issue.",01a07894-acd8-7393-b470-ec5c004d12a8,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t026,Order was sent to an address I don't recognize and now it's gone. What happened?,order_status,order_status,"The customer is asking about the whereabouts of their order, which was sent to an unexpected address. This is a question about order tracking and delivery status.",01a07894-af32-7100-bbf9-20b84d86200b,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t027,Where exactly is order #50221? I need it for my wedding tomorrow.,order_status,order_status,The customer is asking for the location and delivery ETA of a specific order.,01a07894-b1ba-7583-9afc-514972875c5d,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t028,Order #50221 is for my wedding tomorrow. Where is it??,order_status,order_status,"The customer is asking about the location and delivery timing of a specific order, which fits the 'order_status' category.",01a07894-b3ab-7953-83d8-c09b2012e2ea,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t029,Wedding is tomorrow and order 50221 still hasn't arrived. Please help.,order_status,order_status,The customer is asking about the status and delivery of a specific order that has not arrived yet.,01a07894-b58f-7271-be63-40ff2e035ed0,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t030,I'd like to return the headphones I bought last week and get my money back. They're unopened.,refund_request,refund_request,"The customer explicitly wants to return the product and receive a refund, which matches the 'refund_request' category.",01a07894-b776-7443-9c72-b40dcd838f34,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t031,Need to return these unopened headphones — refund please.,refund_request,refund_request,The customer explicitly asks for a refund for a product they want to return.,01a07894-b9c8-7df1-9630-c3317bea40a3,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t032,"Hey, the headphones I bought last week are still sealed — can I return them for my money back?",refund_request,refund_request,"The customer explicitly asks to return a sealed product for a money back, which is a refund request.",01a07894-bbcf-7022-b8d2-83215f8e7241,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t033,Please cancel order 99021 and refund my card. I no longer need it.,refund_request,refund_request,The customer explicitly asks for a refund after canceling an order.,01a07894-bdf3-7620-8cb2-8cbf1aa0ac13,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t034,Cancel order 99021 and refund the charge — I changed my mind.,refund_request,refund_request,"The customer explicitly asks to cancel an order and receive a refund, which falls under the refund_request category.",01a07894-c014-7f01-965a-d18ec6562bbb,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t035,Please void order 99021 and put the money back on my card.,refund_request,refund_request,"The customer explicitly asks to void an order and return the money to their card, which is a request for a refund.",01a07894-c253-7d02-9b39-4e4e60366eec,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t036,Where is my refund? I returned the item two weeks ago and still nothing on my card.,refund_request,refund_request,"The customer is asking about the status of a refund after returning an item, which directly maps to the 'refund_request' category.",01a07894-c468-7e22-8c0c-0940b72744a9,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t037,"Returned the item two weeks ago, no refund yet — where is it?",refund_request,refund_request,"The customer is asking about a missing refund after returning an item, which directly pertains to a request for a refund.",01a07894-c684-7933-8314-339433fd7cb5,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t038,I sent the product back 14 days ago. My card still hasn't been credited. What's the holdup?,refund_request,refund_request,The customer is asking about a refund that hasn't been processed after returning a product.,01a07894-c878-7520-b88e-b241acbb726b,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t039,I was charged $89 but the website showed $79 at checkout. Please refund the difference.,refund_request,refund_request,The customer is asking for a refund of the overcharged amount.,01a07894-ca79-7061-abec-ebd3324a606f,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t040,"Charged $89, but the site listed $79. Please refund the $10 difference.",refund_request,refund_request,The customer explicitly asks for a refund of the $10 difference due to being overcharged.,01a07894-cc95-7272-aea9-defa84fe6c43,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t041,You overcharged me by $10. Please credit the difference back to my card.,refund_request,refund_request,"The customer is asking for a credit back for an overcharge, which is a request for a refund.",01a07894-cedf-78a3-ad79-f21f9ce75b1d,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t042,Returning these for store credit is fine but honestly I'd prefer cash back to my original card.,refund_request,refund_request,"The customer explicitly requests a cash refund to the original payment method rather than store credit, indicating a desire for a monetary refund.",01a07894-d0c2-7721-814f-38a8cab534e1,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t043,"Returning these — and please refund to my card, not store credit.",refund_request,refund_request,"The customer explicitly asks for a refund to their card, indicating a request for money back rather than store credit.",01a07894-d2df-7e22-af69-5bc463b685bc,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t044,Happy to return these but I'd rather get a real refund than store credit.,refund_request,refund_request,"The customer explicitly states they want a real refund rather than store credit, indicating a request for money back.",01a07894-d4bd-7351-9a30-e76903ec3ba2,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t045,I was double-charged on the same order. Please refund the duplicate transaction.,refund_request,refund_request,The customer explicitly asks for a refund of a duplicate charge.,01a07894-d698-76b2-93b3-6f0ddddb2f2f,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t046,There are two charges on my card for the same order. Please refund one.,refund_request,refund_request,The customer is requesting a refund for a duplicate charge.,01a07894-d862-7451-b979-c436c392f0e3,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t047,Card was hit twice for one order — please reverse the duplicate.,refund_request,refund_request,"The customer is requesting a reversal of a duplicate charge, which is a request for a refund.",01a07894-da41-77a0-b5fe-8cc3ee0715b0,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t048,The price dropped two days after I bought it. Can I get the difference back?,refund_request,refund_request,The customer is asking for a price adjustment/refund due to a price drop after purchase.,01a07894-dca6-7771-8436-689973f39701,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t049,Saw the same item dropped in price right after I bought it. Any way to get the difference?,refund_request,refund_request,"The customer is asking for a monetary adjustment (the price difference) after purchase, which is a request for a refund of the difference.",01a07894-df03-76a3-a860-b4365ac029e5,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t050,Item went on sale right after I ordered. Do you do price adjustments?,refund_request,other,"The ticket asks about price adjustments after purchase, which doesn't fit order status, refund request, product issue, or account help.",01a07894-e2e7-7052-9702-6df416728f61,False,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t051,Cancel my subscription and refund this month's charge — I never used it.,refund_request,refund_request,"The customer explicitly asks for a refund of a charge and cancellation of a subscription, which falls under the refund_request category.",01a07894-e587-7820-a400-38c42b3d3b20,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t052,Please cancel my subscription and refund this month — I haven't used the service.,refund_request,refund_request,"The customer explicitly asks for a refund for the current month and cancellation of the subscription, which aligns with the 'refund_request' category.",01a07894-e840-7480-8857-596ffc3240b3,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t053,"Subscription cancel + refund of this month, please. I haven't used it once.",refund_request,refund_request,"The customer explicitly asks for a refund for the current month and cancellation of the subscription, which is a direct request for money back.",01a07894-ea8f-7e61-927e-729d46354f64,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t054,Your return window says 30 days. I missed it by 2 days. Refund anyway?,refund_request,refund_request,The customer is asking for a refund despite missing the return window.,01a07894-ecc7-73a2-b486-2cc0e52e3cec,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t055,I'm just past the 30-day return window — would you still take it back for a refund?,refund_request,refund_request,"The customer is asking if they can still return the item for a refund, which is a request for money back.",01a07894-ef62-70f2-8848-e94dafe23dc0,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t056,Return window technically ended 2 days ago. Any chance of a refund?,refund_request,refund_request,The customer is asking for a refund despite the return window being closed.,01a07894-f193-7c10-94d3-9f9a178e2b61,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t057,Disputing this charge with my bank — but I'd rather just get a refund directly from you.,refund_request,refund_request,"The customer explicitly wants a refund, indicating a request for money back.",01a07894-f3ea-76c2-ae8d-d44f3edab8fc,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t058,Was about to dispute with my bank — would rather just get refunded by you instead.,refund_request,refund_request,The customer explicitly states they want a refund rather than disputing with the bank.,01a07894-f612-7f03-8f1b-846af0ffccc5,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t059,Don't want to do a chargeback — please just refund me directly.,refund_request,refund_request,"The customer explicitly requests a direct refund, indicating a desire to get their money back.",01a07894-f7f8-7813-b947-524bf9bf0fba,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t060,The coffee maker arrived with a cracked carafe. Really disappointed.,product_issue,product_issue,"The customer reports that the coffee maker arrived with a cracked carafe, indicating a defect or damage upon arrival.",01a07894-fa15-7bb3-a4a3-136d1f67ebb2,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t061,Coffee maker showed up with the carafe cracked. Not happy.,product_issue,product_issue,"The customer reports that the coffee maker arrived with a cracked carafe, indicating a defect or damage to the product.",01a07894-fc16-7f51-9f32-4511861dd326,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t062,The carafe on the coffee maker was already cracked when I opened the box.,product_issue,product_issue,"The customer reports that the carafe was cracked upon opening the box, indicating a defect or damage to the product.",01a07894-fe12-7bc1-bd8a-6eda7aa18b20,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t063,You sent me a size medium shirt but I ordered a large. Second time this has happened.,product_issue,product_issue,"The customer received the wrong size, which is a product issue.",01a07894-fff3-7ec0-a39c-1f603c0ff3a1,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t064,"Wrong size again — got a medium, ordered a large. This is twice now.",product_issue,product_issue,"The customer received the wrong size, indicating a problem with the product received.",01a07895-01f9-77c1-a414-415bd9a026cb,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t065,I ordered a large shirt and you sent a medium. Second time this has happened.,product_issue,product_issue,"The customer reports receiving the wrong size, which is a product issue.",01a07895-0477-7231-8ba4-6f257e9a949f,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t066,Item itself works fine but the box was crushed and the instruction manual is missing.,product_issue,product_issue,"The customer reports that the box was crushed and the instruction manual is missing, which are issues with the product's condition and packaging.",01a07895-06c5-7361-b9ba-9e02abb5fd67,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t067,"Product works, but the box arrived crushed and there's no manual inside.",product_issue,product_issue,"The customer reports that the product's packaging was damaged and a manual is missing, which falls under product issues such as broken or missing items.",01a07895-0916-7170-9073-a3482268c063,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t068,Box was destroyed and the manual is missing. The actual product is fine though.,product_issue,product_issue,"The ticket reports a problem with the received product's packaging and missing manual, which falls under product issues.",01a07895-0b53-7382-9d44-4e330ceecd28,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t069,It's defective — third one in a row from your store.,product_issue,product_issue,"The customer reports a defective item, which falls under product_issue.",01a07895-0d99-7113-bc23-438c26474a34,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t070,Third defective unit from you — this one doesn't work either.,product_issue,product_issue,"The customer reports a defective unit, indicating a problem with the product itself.",01a07895-0fae-7e11-a226-8d4c528c5b6d,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t071,Yet another defective product. Three for three from your store.,product_issue,product_issue,"The customer reports receiving defective products, which falls under product_issue.",01a07895-11df-7e13-bb57-6d7ba15a2451,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t072,"My laptop arrived damaged and I want a full refund, not a replacement.",refund_request,refund_request,"The customer explicitly requests a full refund due to a damaged product, which aligns with the 'refund_request' category.",01a07895-13b0-7171-8a76-d8cf7df9fff7,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t073,"Laptop showed up damaged. I want my money back, not a replacement.",refund_request,refund_request,"The customer explicitly requests a refund due to a damaged product, indicating a desire for money back rather than a replacement.",01a07895-179b-77a2-84b4-eae8c480d3f7,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t074,"Damaged laptop on arrival — please refund me in full, no replacement.",refund_request,refund_request,"The customer explicitly requests a full refund due to a damaged product, making the primary intent a refund request rather than merely reporting a product issue.",01a07895-1ad0-7a10-b00e-d510ebd5f130,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t075,Sent the wrong color — I want my money back.,refund_request,refund_request,"The customer explicitly states they want their money back after receiving the wrong color, indicating a request for a refund rather than just reporting a product issue.",01a07895-1ed0-7db2-ab98-5b06d2f78231,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t076,Wrong color shipped. Refund please.,refund_request,refund_request,"The customer explicitly requests a refund due to receiving the wrong color, indicating a direct desire for money back rather than just reporting a product issue.",01a07895-2210-70e2-847f-2679973a19ff,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t077,You sent the wrong color. Just refund me.,refund_request,refund_request,"The customer explicitly requests a refund due to receiving the wrong color, which directly matches the 'refund_request' category.",01a07895-272e-7282-a803-cadfe3039505,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t078,The product description said 'wireless' but I had to buy a separate dongle to use it. Misleading.,product_issue,product_issue,"The customer is complaining that the product does not match its description (needs a dongle despite being advertised as wireless), which falls under product_issue.",01a07895-2fcc-76e1-86f1-fc26bf03e840,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t079,Description claimed wireless. I had to buy a dongle separately. Felt misled.,product_issue,product_issue,"The customer is complaining that the product was not as described (claimed wireless but required a dongle), which fits the product_issue category.",01a07895-3242-7ae2-b40d-3c99e31e7fec,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t080,"Item is technically wireless but only with a separate dongle, which the listing didn't mention.",product_issue,product_issue,The customer is complaining that the product does not match the description (requires a dongle not mentioned).,01a07895-3476-77e0-8770-d5f69ca70487,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t081,This pillow is way smaller than what the photos suggested. False advertising.,product_issue,product_issue,"The customer complains that the pillow size does not match the photos, indicating the product is not as described.",01a07895-3697-70c3-9300-abc996df240b,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t082,Pillow is much smaller than the photos. Misleading.,product_issue,product_issue,"The customer complains that the pillow size does not match the photos, indicating the product is not as described.",01a07895-3886-7111-8403-eb64d56fedc3,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t083,"Got the pillow, it's tiny compared to the photos on the site.",product_issue,product_issue,"The customer reports that the received pillow is smaller than expected based on the website photos, indicating the product does not match its description.",01a07895-3a64-71c1-a373-bc1e66b738cc,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t084,The blender stopped working after 3 days. Can I get a replacement?,product_issue,product_issue,"The customer reports that the blender stopped working after a short period and is asking for a replacement, which falls under product_issue.",01a07895-3d1e-7dd3-835e-b9dc000bfba0,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t085,"Blender died after three days of use. Replacement, please.",product_issue,product_issue,"The customer reports that the blender stopped working shortly after purchase and is requesting a replacement, which falls under product issues such as defective or broken items.",01a07895-3f46-7901-ba8a-83520091d336,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
t086,My blender stopped working three days in — can you send a replacement?,product_issue,product_issue,"The customer reports a defective product (blender stopped working) and requests a replacement, which falls under product_issue.",01a07895-41a4-7812-8ee4-062ea812da0d,True,improved,account-workflow-v2,0cb930849184049679707345f4922e1e9206f64da7525ea38be76f6715a62d86,openai/gpt-oss-120b
