id,ticket_text,true_category,predicted_category,reasoning,langsmith_run_id,correct,run_name,prompt_version,prompt_sha256,model
t012,I never received my order and I want my money back.,refund_request,refund_request,"The customer explicitly states they never received the order and wants their money back, which is a request for a refund.",01a07861-8d0e-7a11-b503-e1c9a3aee8ad,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t013,I haven't received my order yet — please refund me.,refund_request,refund_request,"The customer explicitly asks for a refund due to non‑receipt of the order, which is a request for money back rather than just a status inquiry.",01a07861-8ffe-7590-91f4-447b2aee9176,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t014,Still no package. I want a refund.,refund_request,refund_request,The customer explicitly states they want a refund due to the missing package.,01a07861-9294-7a03-be57-c6440a31f744,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t015,Order shows delivered but I never got it. Refund please.,refund_request,refund_request,"The customer states the order shows delivered but they never received it and explicitly asks for a refund, indicating a request for money back rather than just tracking information.",01a07861-95bb-7942-860e-5f1abe0021f3,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t016,Package says delivered but I don't have it. I'd like a refund.,refund_request,refund_request,The customer explicitly states they want a refund due to a missing package.,01a07861-9835-7310-b4d5-cb2502c580bd,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t017,"Marked as delivered, I never got it. Just refund me at this point.",refund_request,refund_request,The customer is asking for a refund because the order is marked as delivered but they never received it.,01a07861-9ad4-7d22-a60b-8e382dadc420,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t018,The website said 2-day shipping. It's been 9 days. Are you kidding me?,order_status,order_status,The customer is asking about the delivery timeline and why the order hasn't arrived as promised.,01a07861-9d1c-7e82-b889-814c9d90d669,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t019,Promised 2-day delivery. Day nine. This is a joke.,order_status,order_status,The customer is complaining about a delayed delivery and wants to know the status of their order.,01a07861-9f7a-7e30-bfeb-1c81855f82ab,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t020,You advertised 2-day shipping. Where is my order? It's been more than a week.,order_status,order_status,"The customer is asking about the whereabouts and delivery timeline of their order, which falls under order status inquiries.",01a07861-a1fc-7b33-a0e4-35422ea32c93,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t021,My item has been stuck in customs for 3 weeks. What can you do?,order_status,order_status,"The customer is asking about the location and delay of their order (stuck in customs), which falls under order status inquiries.",01a07861-a3f7-7a23-b1cd-b8ce5cc60d98,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t022,Customs has been holding my order for three weeks. Any way to speed this up?,order_status,order_status,"The customer is asking about the status of their order and how to expedite its delivery, which falls under order_status.",01a07861-a601-7511-8f55-d9f5255da819,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t023,It's been 21 days in customs. I need an update on when this will arrive.,order_status,order_status,"The customer is asking for an update on the delivery timeline due to customs delay, which falls under order status/tracking.",01a07861-a84d-7023-8017-92db2c9c2945,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t024,The carrier marked it delivered but it shows the wrong delivery address.,order_status,order_status,"The customer is concerned about the delivery status and address, which falls under order status inquiries.",01a07861-aa54-70b3-8e2f-8a18483cda91,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t025,Carrier delivered to the wrong address. The address on the label is not mine.,order_status,order_status,"The customer reports that the carrier delivered to the wrong address, indicating a problem with order delivery tracking and location.",01a07861-aca3-7640-842d-bcb793921ec7,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t026,Order was sent to an address I don't recognize and now it's gone. What happened?,order_status,order_status,"The customer is asking about the whereabouts of their order, which was sent to an unexpected address, indicating a tracking/delivery issue.",01a07861-af53-7793-8efb-115f4205a3f2,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t027,Where exactly is order #50221? I need it for my wedding tomorrow.,order_status,order_status,The customer is asking for the location and delivery ETA of a specific order.,01a07861-b221-7291-9960-c86d7b44ff71,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t028,Order #50221 is for my wedding tomorrow. Where is it??,order_status,order_status,"The customer is asking about the location and delivery timing of a specific order, which falls under order status inquiries.",01a07861-b401-7463-95cd-2961499d7d81,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t029,Wedding is tomorrow and order 50221 still hasn't arrived. Please help.,order_status,order_status,The customer is asking about the whereabouts and delivery timing of a specific order that has not arrived yet.,01a07861-b614-7390-9840-df26ce2e6015,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t030,I'd like to return the headphones I bought last week and get my money back. They're unopened.,refund_request,refund_request,"The customer explicitly wants to return the product and receive a refund, which matches the 'refund_request' category.",01a07861-b81b-7e93-b81c-202d5aa99446,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t031,Need to return these unopened headphones — refund please.,refund_request,refund_request,The customer explicitly asks for a refund for a product they want to return.,01a07861-ba9f-7042-b74c-ab4e667abdfc,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t032,"Hey, the headphones I bought last week are still sealed — can I return them for my money back?",refund_request,refund_request,"The customer explicitly asks to return a product for a money back, which is a refund request.",01a07861-bc63-7033-965b-a7a167ded0b3,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t033,Please cancel order 99021 and refund my card. I no longer need it.,refund_request,refund_request,"The customer explicitly asks to cancel the order and refund the payment, which falls under the refund request category.",01a07861-bf45-70e3-81dc-101094ad44a3,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t034,Cancel order 99021 and refund the charge — I changed my mind.,refund_request,refund_request,"The customer explicitly asks to cancel the order and refund the charge, which is a request for a refund.",01a07861-c158-76d1-bb2f-a0ccea33b0b3,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t035,Please void order 99021 and put the money back on my card.,refund_request,refund_request,"The customer explicitly asks to void an order and have the money returned, which is a request for a refund.",01a07861-c356-76f3-b886-e178ba4a920e,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t036,Where is my refund? I returned the item two weeks ago and still nothing on my card.,refund_request,refund_request,"The customer is asking about the status of a refund after returning an item, which falls under the 'refund_request' category.",01a07861-c5f3-72a3-bb0b-40b149901b29,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t037,"Returned the item two weeks ago, no refund yet — where is it?",refund_request,refund_request,"The customer is asking about a missing refund after returning an item, which is a request for a refund.",01a07861-c8d4-7990-8c83-22771de5074e,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t038,I sent the product back 14 days ago. My card still hasn't been credited. What's the holdup?,refund_request,refund_request,The customer is asking about a refund that hasn't been credited after returning a product.,01a07861-cac0-7ef1-afff-bbf3bf142fa3,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t039,I was charged $89 but the website showed $79 at checkout. Please refund the difference.,refund_request,refund_request,The customer is asking for a refund of the price difference they were overcharged.,01a07861-ccb9-7c13-9f12-80f8ee61b8ae,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t040,"Charged $89, but the site listed $79. Please refund the $10 difference.",refund_request,refund_request,The customer is explicitly asking for a refund of the $10 difference due to being overcharged.,01a07861-cedc-7ee0-9cef-f6b885e7975a,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t041,You overcharged me by $10. Please credit the difference back to my card.,refund_request,refund_request,"The customer is asking for a credit back due to being overcharged, which is a request for a refund.",01a07861-d108-71e3-9dde-ad8460b15a62,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t042,Returning these for store credit is fine but honestly I'd prefer cash back to my original card.,refund_request,refund_request,"The customer explicitly wants a cash refund to the original card rather than store credit, indicating a request for a refund.",01a07861-d2e5-74c3-b340-d48eff6fbc8e,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t043,"Returning these — and please refund to my card, not store credit.",refund_request,refund_request,"The customer explicitly asks for a refund to be issued to their card rather than store credit, indicating a request for money back.",01a07861-d510-7073-81b5-7d8894efb21d,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t044,Happy to return these but I'd rather get a real refund than store credit.,refund_request,refund_request,"The customer explicitly states they want a real refund instead of store credit, indicating a request for money back.",01a07861-d721-73e1-9c3f-a61512bc0c50,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t045,I was double-charged on the same order. Please refund the duplicate transaction.,refund_request,refund_request,The customer explicitly asks for a refund of a duplicate charge.,01a07861-d910-74e0-b65e-f304025d0d2d,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t046,There are two charges on my card for the same order. Please refund one.,refund_request,refund_request,The customer is asking for a refund due to duplicate charges.,01a07861-daec-7e51-9c7e-2507ed3d4df2,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t047,Card was hit twice for one order — please reverse the duplicate.,refund_request,refund_request,"The customer is requesting a reversal of a duplicate charge, which is a request for a refund.",01a07861-dd41-7c61-a3a2-c8b8aee3a03d,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t048,The price dropped two days after I bought it. Can I get the difference back?,refund_request,refund_request,"The customer is asking for a monetary adjustment (the price difference) after purchase, which is a request for a refund.",01a07861-df6e-7273-9235-04bcbeee9edb,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t049,Saw the same item dropped in price right after I bought it. Any way to get the difference?,refund_request,refund_request,"The customer is asking for a monetary adjustment (refund of the price difference) after a purchase, which fits the 'refund_request' category.",01a07861-e1ce-7052-9afc-c99da5753b8a,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t050,Item went on sale right after I ordered. Do you do price adjustments?,refund_request,refund_request,"The customer is asking for a price adjustment after purchase, which is effectively a request for a refund of the price difference.",01a07861-e58c-7312-84cf-1b5c4d0442e2,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t051,Cancel my subscription and refund this month's charge — I never used it.,refund_request,refund_request,"The customer explicitly asks for a refund of this month's charge and cancellation of the subscription, which falls under the 'refund_request' category.",01a07861-e921-7041-a1c2-7e84fb911a17,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t052,Please cancel my subscription and refund this month — I haven't used the service.,refund_request,refund_request,"The customer explicitly asks for a refund for the current month and cancellation of the subscription, which falls under the refund_request category.",01a07861-eb54-7e50-a711-f8740237e6f0,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t053,"Subscription cancel + refund of this month, please. I haven't used it once.",refund_request,refund_request,"The customer explicitly asks for a refund for the current month and wants to cancel the subscription, which falls under the refund_request category.",01a07861-edca-74a2-a0ca-b6a276345dcb,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t054,Your return window says 30 days. I missed it by 2 days. Refund anyway?,refund_request,refund_request,The customer is asking for a refund despite missing the return window.,01a07861-f02b-7ee3-b193-aca6f01380c0,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t055,I'm just past the 30-day return window — would you still take it back for a refund?,refund_request,refund_request,"The customer is asking if they can still return the item for a refund, which is a request for money back.",01a07861-f235-78a2-9c76-d71a5eb79c2d,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t056,Return window technically ended 2 days ago. Any chance of a refund?,refund_request,refund_request,The customer is asking for a refund despite the return window being closed.,01a07861-f47b-7af1-b536-727b9ae13af4,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t057,Disputing this charge with my bank — but I'd rather just get a refund directly from you.,refund_request,refund_request,"The customer explicitly wants a refund, not about order status, product issue, account help, or other.",01a07861-f6ad-7973-a599-bebec672d9aa,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t058,Was about to dispute with my bank — would rather just get refunded by you instead.,refund_request,refund_request,The customer explicitly states they want a refund rather than disputing with the bank.,01a07861-f8ac-7432-a4da-ae0a877d8ba1,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t059,Don't want to do a chargeback — please just refund me directly.,refund_request,refund_request,"The customer explicitly asks for a direct refund, indicating a request for money back.",01a07861-faa4-7132-87a2-b2b0a6a5d9a2,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t060,The coffee maker arrived with a cracked carafe. Really disappointed.,product_issue,product_issue,"The customer reports that the coffee maker arrived with a cracked carafe, indicating a defect or damage upon arrival.",01a07861-fd10-7ed2-b76d-486f00c0677d,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t061,Coffee maker showed up with the carafe cracked. Not happy.,product_issue,product_issue,"The customer reports that the coffee maker arrived with a cracked carafe, indicating a defect or damage upon delivery.",01a07861-ff1a-74d2-9f69-ea3641993e6c,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t062,The carafe on the coffee maker was already cracked when I opened the box.,product_issue,product_issue,"The customer reports that the product arrived damaged (cracked carafe), which fits the definition of a product issue.",01a07862-0153-7ae3-9e38-a146ea12a59e,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t063,You sent me a size medium shirt but I ordered a large. Second time this has happened.,product_issue,product_issue,"The customer received the wrong size, which is a product issue.",01a07862-036f-7c50-b952-3f247c42c543,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t064,"Wrong size again — got a medium, ordered a large. This is twice now.",product_issue,product_issue,"The customer received the wrong size, which is a product issue.",01a07862-0610-75b2-b482-923a9f880096,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t065,I ordered a large shirt and you sent a medium. Second time this has happened.,product_issue,product_issue,"The customer received the wrong size, which is a product issue.",01a07862-0844-7803-a233-351ea2019351,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t066,Item itself works fine but the box was crushed and the instruction manual is missing.,product_issue,product_issue,"The customer reports a problem with the product's packaging and missing manual, which falls under product issues.",01a07862-0a55-73a1-909b-e9d8e7911782,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t067,"Product works, but the box arrived crushed and there's no manual inside.",product_issue,product_issue,"The customer reports a problem with the product's packaging and missing manual, which falls under product issues.",01a07862-0c7d-72b2-a537-99b0f90a5f65,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t068,Box was destroyed and the manual is missing. The actual product is fine though.,product_issue,product_issue,"The ticket reports a problem with the received product's packaging and missing manual, which falls under product issues.",01a07862-0e9e-73b3-9355-8cfbcc2269ac,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t069,It's defective — third one in a row from your store.,product_issue,product_issue,"The customer reports a defective item, indicating a problem with the product received.",01a07862-1132-71d1-976d-83d254ca74b5,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t070,Third defective unit from you — this one doesn't work either.,product_issue,product_issue,"The customer reports a defective unit, indicating a problem with the product received.",01a07862-12fe-7390-b113-07c7f9c80e48,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t071,Yet another defective product. Three for three from your store.,product_issue,product_issue,"The customer reports receiving defective products, which falls under product_issue.",01a07862-152b-7171-bbaf-ad5914e91ff7,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t072,"My laptop arrived damaged and I want a full refund, not a replacement.",refund_request,refund_request,The customer explicitly requests a full refund due to a damaged product.,01a07862-1704-7031-9860-4c91f5fd80d5,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t073,"Laptop showed up damaged. I want my money back, not a replacement.",refund_request,refund_request,"The customer explicitly requests a money back for a damaged product, which aligns with the refund_request category.",01a07862-1ad3-7082-8f8e-8624781f1f99,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t074,"Damaged laptop on arrival — please refund me in full, no replacement.",refund_request,refund_request,"The customer explicitly requests a full refund due to a damaged product, making the primary intent a refund request.",01a07862-1e55-77c0-826d-ff10b30b802d,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t075,Sent the wrong color — I want my money back.,refund_request,refund_request,"The customer explicitly states they want their money back, indicating a request for a refund rather than just reporting a product issue.",01a07862-22b2-7a31-80f9-2a4ee3a1df00,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t076,Wrong color shipped. Refund please.,refund_request,refund_request,"The customer explicitly requests a refund due to receiving the wrong color, which aligns with the 'refund_request' category.",01a07862-25f4-7af3-b703-76c0a8b7a008,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t077,You sent the wrong color. Just refund me.,refund_request,refund_request,"The customer explicitly asks for a refund due to receiving the wrong color, making the primary request a refund.",01a07862-2a9e-7401-8970-bec40b6bf3c8,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t078,The product description said 'wireless' but I had to buy a separate dongle to use it. Misleading.,product_issue,product_issue,"The customer is complaining that the product description was misleading, indicating the item does not match its description, which falls under product_issue.",01a07862-2f8a-7c30-be60-cb21b4bf8507,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t079,Description claimed wireless. I had to buy a dongle separately. Felt misled.,product_issue,product_issue,"The customer reports that the product was misrepresented (described as wireless but required a dongle), indicating a product issue.",01a07862-3285-7383-b079-61066605d62b,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t080,"Item is technically wireless but only with a separate dongle, which the listing didn't mention.",product_issue,product_issue,"The customer is reporting that the product does not match the description (requires a dongle), which is a product issue.",01a07862-3522-71e1-a3b1-b2305272a5f6,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
t081,This pillow is way smaller than what the photos suggested. False advertising.,product_issue,product_issue,"The customer is complaining that the pillow size does not match the photos, indicating the product is not as described.",01a07862-37b5-7011-8627-dd630faf5966,True,baseline,instructor-original-v1,b844ae4e1d366bbd42960e01d98bfe27c94b6a63ace9d33c31d385a3675cd0e6,openai/gpt-oss-120b
